16430.6		-6147.44 -6673.22 3.88366 15.8362 14.0438 4.08346 0.910731 -5.19168 0.19763
13051.1		-6160.64 -6005.5 4.4982 17.7076 14.8185 3.56824 0.905404 -4.7032 0.210189
16734.2		-6328.77 -6081.67 4.71441 17.1403 13.8917 3.39921 0.761207 -4.93229 0.218616
17012.5		-6153.13 -6324.37 4.12396 15.7342 15.3123 3.86391 1.0519 -4.72325 0.193236
14856.4		-6087.76 -6148.27 4.20562 16.8633 15.467 3.79867 1.0443 -4.62042 0.197494
17630.2		-6290.7 -6741.65 4.20234 15.6345 14.816 3.70901 1.00501 -4.60394 0.199679
15909.9		-5933.74 -5716.36 4.30703 18.6958 15.8936 3.7512 1.04926 -4.50021 0.201926
14824.6		-5794.62 -6489.57 4.24145 16.1402 14.3743 3.97527 0.952125 -4.94393 0.198082
13223.1		-6018.45 -6615.78 4.25443 17.2639 14.1262 3.73197 0.895673 -4.94145 0.196874
15698.6		-5829.38 -6472.4 4.12819 16.4464 13.5146 3.91376 1.02846 -5.30972 0.189857
18351.2		-6012.29 -6902.66 4.16142 15.5046 13.5437 3.85572 0.947652 -5.13104 0.19352
14153.5		-5953.38 -6012.94 4.27063 17.898 15.3061 3.77733 1.02386 -4.65792 0.199824
16217.2		-6144.2 -6044.53 4.37191 18.0765 16.3209 3.66284 0.967435 -4.17669 0.207804
13837.7		-5908.09 -6365.43 4.18912 16.854 14.2161 3.85103 1.0132 -5.02646 0.194344
15025.7		-6181.34 -6331.4 4.11682 17.6519 13.5755 4.15893 0.928926 -4.81161 0.191959
13446.7		-6089.33 -6303.11 4.17461 17.4559 14.1537 3.99331 0.960992 -4.79339 0.194878
12998.4		-5907.24 -6435.78 4.25229 17.7883 13.705 3.89998 0.923301 -4.96836 0.19752
17654.5		-5816.98 -6579.53 4.27563 18.2507 12.8239 3.95064 0.8628 -5.14233 0.197533
15143.7		-6225.4 -6082.52 4.21887 18.8776 14.6489 3.70665 1.00907 -4.65028 0.196807
13021.7		-5902.32 -6387.81 4.2358 16.8245 14.443 3.90811 0.966362 -4.87052 0.197763
14020.4		-5956.79 -6495.87 4.13902 17.1997 13.3794 3.77085 0.929747 -5.04443 0.203677
14741		-6038.15 -6723.12 4.1449 16.784 13.0706 3.90261 0.904591 -5.0805 0.197112
12530.3		-5974.57 -6190.48 4.2392 17.6195 14.7473 3.80865 0.994042 -4.76356 0.199146
13946.6		-6038.68 -6172.33 4.29877 17.5756 15.3013 3.91749 1.01299 -4.63157 0.192253
12596.3		-6018.21 -6253.21 4.25883 17.4816 14.8208 3.88083 0.99218 -4.73479 0.195109
13073.1		-6111.86 -6277.83 4.26416 18.0608 14.5989 3.84393 0.924865 -4.58473 0.201756
12492.5		-5935.62 -6334.53 4.29857 17.5932 14.7603 3.66846 0.969046 -4.77143 0.20275
14174.3		-5858.77 -6350.25 4.36055 17.6619 15.0636 3.50603 0.973072 -4.76044 0.206686
13257.2		-6057.14 -6192.16 4.48517 17.1722 15.2476 3.67843 0.810795 -4.91355 0.208497
12338		-5962.07 -6320.77 4.53733 17.853 14.1824 3.64287 0.871183 -4.80951 0.202773
15691		-5914.59 -6342.32 4.76503 18.2047 13.7796 3.50923 0.81107 -4.81329 0.20448
13265.9		-5940.86 -6434.89 4.14568 17.9817 13.6863 3.86669 1.06522 -4.67479 0.192366
12151.1		-6028.07 -6252.84 4.4003 17.3746 14.8573 3.7255 0.874401 -4.85386 0.204464
13158.8		-5981.68 -5930.61 4.40883 17.9145 14.9702 3.81172 0.975612 -4.62743 0.205675
12464.3		-5990.87 -6101.9 4.37023 17.7519 14.7592 3.79178 0.955627 -4.70593 0.203475
11552.5		-5861.39 -6229.47 4.42267 17.049 14.533 3.68816 0.953257 -5.01109 0.201175
12015.2		-5736.15 -6205.28 4.50192 16.5432 14.5 3.61027 0.967453 -5.22427 0.200884
13376.8		-5718.28 -6546.19 4.18946 17.1434 14.2426 3.97319 0.986506 -5.0084 0.190674
12085.9		-6050.05 -6140.67 4.42102 17.5666 14.6746 3.66948 0.92568 -4.7795 0.20531
14854		-6009.43 -6108.97 4.49302 18.1914 14.6696 3.58029 0.916507 -4.82086 0.204777
12138.4		-5929.1 -6318.1 4.30011 17.1663 14.4996 3.82616 0.953898 -4.8581 0.199517
14366		-6009.37 -6034.85 4.48715 17.0895 15.5843 3.57202 0.966368 -4.69852 0.205464
12174.8		-5932.77 -6335.54 4.31101 17.6136 14.1748 3.81799 0.934068 -4.9009 0.199506
12135.3		-5879.41 -6235.7 4.49221 17.4255 14.3248 3.5772 0.884575 -4.96901 0.208852
11888.7		-5901.9 -6308.48 4.56807 17.2444 14.3045 3.59795 0.858387 -4.98588 0.206972
13586.1		-5865.56 -6367.48 4.73251 17.0569 14.0831 3.4926 0.790559 -5.09704 0.210884
14769		-5933.35 -6158.64 4.56858 17.1932 14.1902 3.72248 0.858793 -5.02568 0.204306
11948.6		-5935.05 -6290.56 4.36607 17.4932 14.6178 3.68196 0.941482 -4.83499 0.203139
14742.4		-5865.7 -6433.2 4.496 16.9771 14.1599 3.57475 0.869067 -5.11985 0.203507
11885.9		-5959.58 -6184.73 4.40167 17.5582 14.6093 3.73752 0.933987 -4.80941 0.203483
11911.7		-5893.94 -6184.1 4.29875 16.8104 14.8315 3.7447 0.967468 -5.01625 0.204366
12647.5		-5914.62 -6135.67 4.52235 16.8714 14.9851 3.55329 0.912006 -4.95049 0.208713
11814.8		-5928.23 -6285.58 4.36384 17.428 14.3774 3.75182 0.928552 -4.9133 0.201808
13413		-5797.13 -6225.65 4.42496 17.1223 14.196 3.65163 0.983706 -5.01074 0.203165
11756.6		-5970.33 -6246.04 4.40646 17.3115 14.6919 3.70703 0.901727 -4.89308 0.204139
13799.9		-5905.27 -6144.38 4.54879 17.3629 14.5963 3.52449 0.892615 -5.01427 0.20914
11696.6		-5923.14 -6274.67 4.36228 17.2154 14.5238 3.75074 0.938578 -4.89715 0.201922
11909.8		-5964.68 -6235.43 4.32781 17.057 14.8154 3.81201 0.973939 -4.8874 0.198264
12190.2		-5775.07 -6351.52 4.37829 16.8026 14.4969 3.75141 0.943559 -5.10088 0.20024
11717.3		-5981.3 -6193.38 4.41033 17.3756 14.6301 3.68996 0.930149 -4.85985 0.204043
13055.3		-6143.44 -6284.26 4.27703 18.011 14.7004 3.82833 0.893496 -4.57514 0.205368
11549.7		-5837.97 -6225.03 4.4457 16.9101 14.5501 3.66479 0.948964 -5.06198 0.202005
11732.3		-5922.96 -6184.42 4.43058 16.9314 14.5676 3.75282 0.921129 -5.01486 0.202861
11756.3		-5970.52 -6290.96 4.52719 17.641 14.2952 3.69189 0.884846 -4.83328 0.2013
12127.4		-5901.09 -6251.97 4.54244 17.5243 14.1957 3.59788 0.858576 -4.95011 0.208077
11579.2		-5948.78 -6239.56 4.38147 17.1738 14.6605 3.75848 0.945098 -4.90308 0.200717
12253		-5974.29 -6163.6 4.26072 17.3211 14.7857 3.84762 0.993398 -4.83323 0.197979
11633.3		-5920 -6272.26 4.49123 17.2636 14.4248 3.66037 0.892139 -4.94772 0.204724
12324.3		-5907.81 -6306.81 4.44701 16.9419 14.4399 3.6909 0.908498 -5.04043 0.201744
11647.4		-5946.64 -6215.25 4.41301 17.4041 14.567 3.72587 0.927615 -4.86717 0.203048
11419.5		-5943.25 -6190.33 4.49577 17.0668 14.714 3.67084 0.913724 -4.92629 0.203694
11725.4		-5950.75 -6142.71 4.56173 16.8861 14.8823 3.63035 0.906311 -4.93279 0.204638
12151.3		-5895.12 -6217.49 4.47299 17.1289 14.4043 3.70758 0.943216 -4.95389 0.201264
11575.4		-5951.53 -6238.9 4.4231 17.2658 14.62 3.70717 0.912099 -4.90828 0.20342
11949.6		-5890.71 -6161 4.32913 16.716 14.8732 3.72612 0.966154 -5.03035 0.204574
11592.8		-5950.57 -6258.47 4.47768 17.4098 14.4397 3.70045 0.905173 -4.88255 0.202119
11895.3		-5944.41 -6283.99 4.43621 17.532 14.5724 3.65355 0.926324 -4.81938 0.202848
11549.8		-5928.32 -6209.31 4.43199 17.0815 14.5688 3.728 0.922428 -4.96599 0.202858
11893.3		-5874.3 -6278.57 4.46127 17.0224 14.4962 3.72486 0.915588 -4.99798 0.201403
11562.2		-5954.55 -6214.68 4.42307 17.2873 14.5967 3.69869 0.926509 -4.89438 0.203383
11601.4		-5939.44 -6183.96 4.52284 17.1986 14.6187 3.65251 0.904478 -4.96006 0.203848
11413.4		-5914.34 -6236.42 4.49651 16.9642 14.5871 3.66109 0.910299 -5.01069 0.202901
11414.3		-5898.2 -6247.01 4.53826 16.7442 14.5971 3.6287 0.901641 -5.08245 0.202827
11533.2		-5936.14 -6173.8 4.42874 16.9893 14.7675 3.71955 0.947886 -4.96007 0.200804
11582.4		-5915.96 -6259.84 4.37622 17.0078 14.6067 3.7423 0.945194 -4.94773 0.201002
11661.1		-5897.14 -6185.63 4.39884 16.7073 14.8228 3.70367 0.953393 -5.03973 0.202484
11500.7		-5937.21 -6240.26 4.45797 17.2341 14.5355 3.70125 0.917228 -4.92185 0.20221
11584.6		-5936.47 -6179.91 4.51846 17.1595 14.64 3.65269 0.907157 -4.9688 0.203869
11485.2		-5921.09 -6239.86 4.41178 17.0457 14.615 3.7199 0.935684 -4.953 0.201719
11432.5		-5897.5 -6200.25 4.51995 16.9651 14.5762 3.62794 0.90516 -5.02454 0.204376
11380.3		-5882.75 -6192.33 4.49984 16.8062 14.6068 3.66164 0.936617 -5.04517 0.201885
11400.1		-5848.35 -6169.04 4.53821 16.5763 14.6002 3.63888 0.948876 -5.11362 0.201118
11373.8		-5856.13 -6206.41 4.52546 16.6267 14.631 3.65684 0.927178 -5.10779 0.201419
11377.1		-5806.91 -6202.27 4.57665 16.2965 14.6482 3.63591 0.927512 -5.2145 0.200438
11314.4		-5855.37 -6210.21 4.54869 16.658 14.6765 3.60705 0.932389 -5.09141 0.201406
11529.6		-5818.9 -6210.66 4.60704 16.4463 14.7304 3.54658 0.937369 -5.15412 0.200681
11195.1		-5949.59 -6191.2 4.55786 16.7734 14.7233 3.65744 0.90217 -5.00196 0.202126
11191.8		-6005.4 -6174.29 4.61394 16.7051 14.8099 3.65377 0.878773 -4.97194 0.202187
11839.3		-5866.81 -6242.54 4.61598 16.6311 14.5152 3.58806 0.887889 -5.1065 0.203635
11355.4		-5918.81 -6190.98 4.47555 16.8997 14.7045 3.68668 0.932887 -4.99668 0.201511
11472.7		-5861.65 -6165.13 4.59065 16.3119 14.7849 3.60312 0.922027 -5.16136 0.202074
11425.3		-5864.56 -6148.92 4.67659 16.3373 14.7431 3.55852 0.900535 -5.17651 0.202644
11407.2		-5924.65 -6220.05 4.51681 17.0767 14.5639 3.66539 0.909417 -4.97152 0.202415
11246		-5894.83 -6189.32 4.58682 16.4484 14.7699 3.64889 0.92723 -5.09655 0.199677
11510		-5934.5 -6249.64 4.41023 17.1009 14.609 3.73839 0.937786 -4.92681 0.200751
11244.1		-5882.05 -6174.1 4.61 16.5282 14.7096 3.60349 0.909848 -5.11409 0.20217
11328.1		-5842.21 -6204.62 4.61644 16.2517 14.6371 3.61111 0.923736 -5.21876 0.199361
11239		-5874.82 -6138.52 4.59132 16.4648 14.7628 3.64934 0.94073 -5.0929 0.199459
11857.7		-5837.29 -6147.36 4.62933 15.9963 14.8402 3.60908 0.939912 -5.23081 0.199213
11280.5		-5902.81 -6201.88 4.54494 16.8066 14.633 3.65131 0.917041 -5.03634 0.201615
11308.9		-5925.7 -6205.67 4.60942 16.5479 14.8112 3.63835 0.893378 -5.07153 0.200621
11355.5		-5993.53 -6173.19 4.57826 16.8837 14.7995 3.64187 0.907157 -4.93888 0.201342
11236.6		-5946.88 -6180.46 4.57786 16.7369 14.7617 3.64038 0.912246 -5.00778 0.201116
11274.8		-5887.87 -6182.14 4.7021 16.2442 14.7559 3.58081 0.897195 -5.15917 0.20018
11482.9		-5974.61 -6163.51 4.58025 16.8905 14.8497 3.64965 0.900448 -4.92384 0.202512
11206.6		-5875.31 -6194.34 4.60739 16.4114 14.6902 3.62074 0.917914 -5.14503 0.200149
11180.8		-5965.89 -6154.4 4.66105 16.4294 14.8133 3.65674 0.888579 -5.06311 0.200188
11350.8		-6021.14 -6126.49 4.71722 16.3151 14.8817 3.68158 0.866674 -5.04896 0.199579
11108.8		-5904.49 -6147.54 4.61179 16.5132 14.6791 3.62953 0.926523 -5.08111 0.200877
11198.2		-5893.89 -6118.48 4.61297 16.4958 14.6131 3.62512 0.943095 -5.0859 0.201005
11596.3		-5927.75 -6139.26 4.69112 16.1893 14.8675 3.61173 0.904968 -5.12626 0.199719
11169.4		-5909.05 -6186.22 4.58149 16.6523 14.6916 3.64142 0.914022 -5.05882 0.201141
11275.5		-5947.4 -6159.9 4.50715 16.8424 14.7304 3.6957 0.928552 -4.98113 0.201367
11181		-5902.75 -6176.58 4.65337 16.3937 14.7495 3.60953 0.905035 -5.11466 0.200477
11105.9		-5942.2 -6149.89 4.63722 16.626 14.7118 3.61887 0.893586 -5.04777 0.202048
11113.5		-5965.88 -6130.17 4.66241 16.7148 14.6827 3.60386 0.876764 -5.02338 0.203233
11095.6		-5968.35 -6159.73 4.62009 16.568 14.7726 3.66769 0.907353 -5.0155 0.199528
11131.3		-6011.5 -6152.55 4.62514 16.5879 14.8042 3.69979 0.906106 -4.9662 0.198206
11053.9		-5996.36 -6200.03 4.64516 16.6543 14.7216 3.62592 0.869055 -5.01948 0.202255
11044.2		-6057.13 -6230.78 4.67209 16.749 14.701 3.61421 0.833218 -4.98277 0.203653
11024.4		-5948.81 -6169.27 4.67956 16.385 14.7092 3.62907 0.879977 -5.09904 0.201161
11017.6		-5949.77 -6163.67 4.73041 16.209 14.683 3.62341 0.863843 -5.14467 0.201184
11001.5		-6036.91 -6148.57 4.67737 16.6654 14.779 3.6493 0.862293 -4.96171 0.202358
11021.2		-6117.72 -6125.69 4.71236 16.7924 14.8235 3.66358 0.834482 -4.87005 0.203462
11075.2		-5913.84 -6162.91 4.68492 16.3629 14.6526 3.61528 0.897772 -5.13253 0.200358
11008.6		-6018.94 -6157.58 4.65251 16.6674 14.6914 3.66079 0.869896 -4.99378 0.202042
11223.1		-5967.6 -6180.47 4.64293 16.6847 14.6005 3.61448 0.8822 -5.02993 0.202743
11060.7		-5966.31 -6160.92 4.65652 16.4932 14.7601 3.64618 0.886984 -5.05481 0.200827
10883.5		-6037.16 -6143.02 4.73916 16.4264 14.7374 3.63086 0.850748 -5.03332 0.20172
10875.4		-6101.22 -6121.42 4.818 16.3135 14.7603 3.62559 0.819111 -5.02058 0.202009
10871.1		-6085.44 -6175.89 4.75469 16.5211 14.768 3.64187 0.814378 -4.99758 0.202236
10865.7		-6175.91 -6190.07 4.82614 16.5251 14.8124 3.64804 0.758306 -4.95581 0.202915
10848.2		-6099.67 -6182.48 4.77124 16.3859 14.7576 3.65902 0.817253 -5.01049 0.201257
10937.2		-6178.4 -6198.77 4.83824 16.2658 14.7806 3.67909 0.779087 -4.99184 0.200862
10764		-6102.7 -6177.68 4.82195 16.4034 14.6934 3.60827 0.783463 -5.04165 0.204162
10696.1		-6169.87 -6186.66 4.92288 16.3212 14.6538 3.57856 0.721518 -5.05472 0.206479
10844.7		-6214.11 -6179.78 4.81 16.5992 14.8138 3.65252 0.753878 -4.90732 0.204691
10649.7		-6216.69 -6185.97 4.87251 16.4925 14.7182 3.62303 0.735086 -4.95226 0.205082
10631.4		-6341.88 -6198.5 4.98051 16.4922 14.6972 3.61146 0.659137 -4.90099 0.20721
11008.9		-6189.15 -6108.94 4.92548 16.1796 14.7765 3.65439 0.750168 -5.00614 0.203046
10856.5		-6349.71 -6163.88 4.9105 16.7131 14.8152 3.65207 0.694282 -4.81345 0.205929
11048.6		-6146.01 -6230.83 4.71211 16.861 14.7303 3.62058 0.795537 -4.90916 0.204707
10776.5		-6178.37 -6139.41 4.87214 16.35 14.765 3.64593 0.76151 -4.98189 0.203461
11371.8		-6351.64 -6178.15 5.03389 16.3027 14.8318 3.61087 0.651724 -4.91888 0.206027
10818.3		-6102.12 -6162.72 4.74785 16.5762 14.7265 3.64831 0.815353 -4.97506 0.203038
10803.7		-6348.16 -6190.3 5.02469 16.2849 14.7325 3.62215 0.648896 -4.95391 0.205862
10733.2		-6338.73 -6232.76 4.92999 16.6304 14.7451 3.64509 0.654252 -4.88023 0.207067
10544.2		-6300.23 -6173.6 4.94493 16.4422 14.678 3.62198 0.691934 -4.9282 0.207084
10501.4		-6362.39 -6165.37 5.00432 16.4008 14.6108 3.60895 0.658747 -4.9144 0.209168
10785.1		-6129.24 -6200.11 4.88141 16.1848 14.6297 3.60837 0.748061 -5.09299 0.20479
10850.4		-6385.86 -6185.44 5.04516 16.4674 14.6589 3.59017 0.609714 -4.9143 0.210246
10704.3		-6171.21 -6183.22 4.83972 16.4063 14.733 3.64181 0.765368 -4.98644 0.203504
10599		-6261.89 -6188.89 5.013 16.2112 14.5848 3.59429 0.675643 -5.03504 0.206548
11042.4		-6409.38 -6211.77 5.13407 16.153 14.6406 3.58649 0.583121 -4.98064 0.208982
10676.7		-6178.93 -6174.98 4.84441 16.4704 14.705 3.63286 0.757295 -4.97645 0.204524
10891.7		-6125.73 -6180.79 4.81718 16.4856 14.6285 3.61503 0.773667 -5.00679 0.205861
10625.3		-6292.55 -6187.92 4.97281 16.3351 14.7065 3.62037 0.680088 -4.96713 0.205862
10785.5		-6380.94 -6168.27 4.98076 16.6191 14.7483 3.63147 0.659396 -4.83974 0.207171
10650.7		-6192.17 -6192.15 4.90625 16.2934 14.6594 3.61415 0.725895 -5.02968 0.205385
10680.6		-6334.88 -6240.69 4.99762 16.4413 14.5896 3.58685 0.638033 -4.96146 0.208927
10672		-6173.67 -6149.1 4.95479 16.1189 14.5749 3.57475 0.741687 -5.08117 0.205735
10567.1		-6341.73 -6191.07 5.07064 16.2792 14.552 3.56313 0.625308 -4.99601 0.209793
10527.8		-6381.26 -6188.6 5.02031 16.3549 14.6085 3.62295 0.647778 -4.91469 0.207555
10676.8		-6226.55 -6122.99 4.95061 16.2156 14.6769 3.62268 0.733429 -4.99756 0.204802
10575.4		-6253.64 -6152.42 4.96236 16.272 14.655 3.61373 0.70958 -4.98853 0.205833
10701.5		-6399.1 -6183.69 5.13004 16.1423 14.5503 3.57243 0.603564 -4.98525 0.209496
10590.5		-6233.98 -6177.16 4.91581 16.3884 14.6664 3.61775 0.718862 -4.97865 0.205767
10647.7		-6417.77 -6215.81 5.01099 16.5538 14.7007 3.64009 0.614099 -4.85775 0.208292
10648		-6449.41 -6178.01 5.08281 16.4372 14.6255 3.60645 0.605048 -4.87103 0.209288
10531		-6385.1 -6181.55 5.03867 16.4012 14.634 3.60838 0.63526 -4.91069 0.208312
10608		-6216.54 -6146.75 4.98422 16.1428 14.5693 3.57346 0.721546 -5.05473 0.206385
10684.6		-6264.58 -6152.55 5.01552 16.1269 14.5443 3.59365 0.690377 -5.04565 0.207284
10538.1		-6322.56 -6187.01 4.98926 16.4008 14.659 3.60701 0.666947 -4.93715 0.207228
10693.5		-6320.57 -6162.92 5.02688 16.2986 14.5246 3.58177 0.666505 -4.97284 0.208936
10550.6		-6299.56 -6181.67 4.98633 16.3259 14.661 3.61072 0.676693 -4.96856 0.20663
10609.5		-6415.03 -6211.86 5.01594 16.5315 14.6821 3.63696 0.61508 -4.8661 0.208467
10545.6		-6266.16 -6163.02 4.99215 16.24 14.5975 3.58934 0.694929 -5.00757 0.206906
10515.3		-6370.64 -6163.97 4.98252 16.4695 14.6695 3.61504 0.665269 -4.87969 0.208383
10588.6		-6428.92 -6172.77 5.09453 16.3103 14.5886 3.59097 0.61014 -4.91408 0.209746
10510.6		-6380.18 -6173.87 5.04985 16.3299 14.608 3.59767 0.637321 -4.93022 0.208751
10571.1		-6437.38 -6202.28 5.06742 16.4396 14.5894 3.59142 0.603365 -4.89124 0.210328
10511		-6391.44 -6189.81 5.04116 16.3977 14.6058 3.597 0.629919 -4.91557 0.209204
10562.3		-6360.34 -6163.35 4.9526 16.4588 14.7045 3.64954 0.688661 -4.86588 0.206238
10513.6		-6355.69 -6170.28 4.98211 16.4139 14.6664 3.62794 0.672823 -4.89842 0.207127
10476.9		-6414.98 -6170.21 5.03597 16.4316 14.5967 3.60578 0.636417 -4.87775 0.209511
10493.6		-6472.69 -6164.48 5.0608 16.4844 14.5645 3.60332 0.616279 -4.83234 0.210951
10579.8		-6494.27 -6189.18 5.04541 16.5718 14.6528 3.63027 0.600702 -4.7998 0.210134
10501.7		-6323.19 -6169.56 5.00546 16.323 14.6113 3.59957 0.671373 -4.95563 0.207713
10491.8		-6438.02 -6161.32 5.05189 16.3937 14.5807 3.61095 0.629668 -4.87432 0.209919
10556		-6495.75 -6148.47 5.08321 16.3901 14.5415 3.61292 0.611029 -4.84291 0.211265
10513.5		-6387.23 -6162.29 5.00543 16.3916 14.5939 3.61015 0.660113 -4.8927 0.209193
10484.2		-6392.4 -6149.38 5.02048 16.4461 14.6162 3.59273 0.650336 -4.88382 0.210314
10556.4		-6397.96 -6129.77 5.02057 16.4916 14.6201 3.57762 0.651615 -4.86839 0.211694
10526.2		-6407.86 -6170.78 5.0667 16.3262 14.5434 3.59569 0.629526 -4.91974 0.209915
10486.6		-6379.94 -6165.67 5.00357 16.4337 14.6379 3.6102 0.656333 -4.8897 0.208766
10491		-6428.2 -6163.44 5.07188 16.3863 14.5401 3.57884 0.618308 -4.89907 0.211536
10557.3		-6405.75 -6171.69 5.06333 16.4074 14.6006 3.58968 0.621728 -4.9062 0.20999
10483.2		-6391.86 -6164.64 5.0199 16.3956 14.5956 3.60503 0.650517 -4.89608 0.209392
10477.8		-6401.64 -6138.57 5.02288 16.4008 14.5864 3.60461 0.656499 -4.87901 0.21002
